Dimension,VanillaPathTime,QuadGenTime,QuadPathTime
66,0.009400129318237305,0.007776021957397461,0.016978025436401367
67,0.37290501594543457,0.008746862411499023,0.02968573570251465
68,0.18677091598510742,0.023839712142944336,0.03546762466430664
69,0.5927648544311523,0.007924795150756836,0.033490657806396484
70,0.4855170249938965,0.008931159973144531,0.03203701972961426
71,0.009619951248168945,0.007696866989135742,0.017987966537475586
72,0.019181251525878906,0.03538036346435547,0.046471357345581055
73,0.05013608932495117,0.008279085159301758,0.017685413360595703
74,0.40337681770324707,0.009738922119140625,0.032984018325805664
75,0.7353188991546631,0.026150941848754883,0.05919480323791504
76,0.05517983436584473,0.009194135665893555,0.0199582576751709
77,0.10007286071777344,0.009446859359741211,0.020770788192749023
78,0.23055481910705566,0.009386301040649414,0.022357463836669922
79,0.0383610725402832,0.009266138076782227,0.020050048828125
80,0.02621316909790039,0.009882926940917969,0.020564794540405273
81,0.23752713203430176,0.011065959930419922,0.025428056716918945
82,0.22454404830932617,0.030498981475830078,0.045507192611694336
83,0.03847908973693848,0.010722160339355469,0.02143692970275879
84,0.25375890731811523,0.010454177856445312,0.024074077606201172
85,1.0007710456848145,0.010548830032348633,0.03795170783996582
86,0.16565990447998047,0.009990930557250977,0.022588014602661133
87,0.6340339183807373,0.013289213180541992,0.03439831733703613
88,0.15217375755310059,0.011696815490722656,0.025269746780395508
89,0.35561490058898926,0.011404037475585938,0.02661299705505371
90,0.06750369071960449,0.011196136474609375,0.02313399314880371
91,0.40582823753356934,0.013151168823242188,0.02993917465209961
92,0.17392611503601074,0.011799097061157227,0.024676084518432617
93,0.40992283821105957,0.0126190185546875,0.028997182846069336
94,1.8165130615234375,0.032434940338134766,0.0737006664276123
95,1.1879358291625977,0.014946699142456055,0.049008846282958984
96,0.763085126876831,0.01302194595336914,0.04024815559387207
97,0.24714922904968262,0.014238834381103516,0.03297877311706543
98,1.7643911838531494,0.013569831848144531,0.04728579521179199
99,0.5991737842559814,0.014575004577636719,0.03528714179992676
100,0.011701107025146484,0.038358211517333984,0.051630496978759766
101,0.07695388793945312,0.013739824295043945,0.027321815490722656
102,0.27460503578186035,0.015877723693847656,0.054811716079711914
103,1.1055960655212402,0.01635575294494629,0.04244256019592285
104,0.1690659523010254,0.03258085250854492,0.04654288291931152
105,2.451488971710205,0.017551898956298828,0.06465578079223633
106,1.2881262302398682,0.015247821807861328,0.054594993591308594
107,2.4207327365875244,0.014827966690063477,0.05869889259338379
108,1.4832699298858643,0.017302989959716797,0.046509742736816406
109,2.037489891052246,0.017232179641723633,0.06839203834533691
110,3.6051888465881348,0.01755976676940918,0.07826066017150879
111,1.1627237796783447,0.01636791229248047,0.04689168930053711
112,2.5402610301971436,0.016624927520751953,0.059915781021118164
113,0.3879868984222412,0.042726755142211914,0.0647885799407959
114,1.4606289863586426,0.01897287368774414,0.042630910873413086
115,2.1108009815216064,0.044790029525756836,0.07401323318481445
116,0.4276297092437744,0.018141984939575195,0.03552412986755371
117,2.5961170196533203,0.02130913734436035,0.05156898498535156
118,3.4902710914611816,0.033164024353027344,0.06949400901794434
119,0.30555200576782227,0.019865989685058594,0.058560848236083984
120,4.354976654052734,0.019392967224121094,0.07034993171691895
121,1.0216560363769531,0.021219968795776367,0.042851924896240234
122,5.084188938140869,0.020212411880493164,0.09377408027648926
123,0.0541071891784668,0.028254032135009766,0.043966054916381836
124,0.6639549732208252,0.02075791358947754,0.040838003158569336
125,0.597620964050293,0.02105402946472168,0.038429975509643555
126,0.7981820106506348,0.022413969039916992,0.041810035705566406
127,2.921535015106201,0.02098679542541504,0.04755401611328125
